building,date,kBtu
House 8,2015-07-01T04:00:00.000Z,46393.88643509969
House 8,2015-08-01T04:00:00.000Z,48603.12556601367
House 8,2015-09-01T04:00:00.000Z,66221.1603290477
House 8,2015-10-01T04:00:00.000Z,66020.47321842855
House 8,2015-11-01T04:00:00.000Z,66265.9267313852
House 8,2015-12-01T05:00:00.000Z,74354.53318579885
House 8,2016-01-01T05:00:00.000Z,100803.94087433355
House 8,2016-02-01T05:00:00.000Z,95867.14748175243
House 8,2016-03-01T05:00:00.000Z,63212.95760935843
House 8,2016-04-01T04:00:00.000Z,52268.933021875244
House 8,2016-05-01T04:00:00.000Z,39994.88284441328
House 8,2016-06-01T04:00:00.000Z,23239.09684909086
House 8,2016-07-01T04:00:00.000Z,27600.86178427595
House 8,2016-08-01T04:00:00.000Z,49673.504920885855
House 8,2016-09-01T04:00:00.000Z,56110.20809736771
House 8,2016-10-01T04:00:00.000Z,44290.58726208821
House 8,2016-11-01T04:00:00.000Z,37277.36548888778
House 8,2016-12-01T05:00:00.000Z,28005.756858948123
House 8,2017-01-01T05:00:00.000Z,21884.102141588268
House 8,2017-02-01T05:00:00.000Z,37758.05382238744
House 8,2017-03-01T05:00:00.000Z,40458.777037811604
House 8,2017-04-01T04:00:00.000Z,48880.26962573305
House 8,2017-05-01T04:00:00.000Z,42535.87976773649
House 8,2017-06-01T04:00:00.000Z,60654.9448784893
House 8,2017-07-01T04:00:00.000Z,42760.31657956993
House 8,2017-08-01T04:00:00.000Z,39816.81595383189
House 8,2017-09-01T04:00:00.000Z,61804.347225432866
House 8,2017-10-01T04:00:00.000Z,51231.15082181789
House 8,2017-11-01T04:00:00.000Z,68118.44278205812
House 8,2017-12-01T05:00:00.000Z,87457.60989916023
House 8,2018-01-01T05:00:00.000Z,27792.46008594553
House 8,2018-02-01T05:00:00.000Z,124788.39968221581
House 8,2018-03-01T05:00:00.000Z,71864.7776305276
House 8,2018-04-01T04:00:00.000Z,110044.13731076094
House 8,2018-05-01T04:00:00.000Z,60073.134670435684
House 8,2018-06-01T04:00:00.000Z,52054.71880430773
House 8,2018-07-01T04:00:00.000Z,177070.10839347914
House 8,2018-08-01T04:00:00.000Z,42094.51729406175
House 8,2018-09-01T04:00:00.000Z,45528.876061962714
House 8,2018-10-01T04:00:00.000Z,53603.72319361946
House 8,2018-11-01T04:00:00.000Z,72261.5986703365
House 8,2018-12-01T05:00:00.000Z,81643.13937957316
House 8,2019-01-01T05:00:00.000Z,78502.62941566469
House 8,2019-02-01T05:00:00.000Z,70830.00983457216
House 8,2019-03-01T05:00:00.000Z,29788.86314129166
House 8,2019-04-01T04:00:00.000Z,66862.05748273944
House 8,2019-05-01T04:00:00.000Z,67122.47088146934
House 8,2019-06-01T04:00:00.000Z,63704.3054965481
House 8,2019-07-01T04:00:00.000Z,59964.25433384649
House 8,2019-08-01T04:00:00.000Z,56011.92088966865
House 8,2019-09-01T04:00:00.000Z,99623.38356720364
House 8,2019-10-01T04:00:00.000Z,4473.064086752818
House 9,2014-10-01T04:00:00.000Z,54966.11127057535
House 9,2014-11-01T04:00:00.000Z,79209.24439859935
House 9,2014-12-01T05:00:00.000Z,101365.19551207629
House 9,2015-01-01T05:00:00.000Z,39160.33899469086
House 9,2015-02-01T05:00:00.000Z,52624.5949577388
House 9,2015-03-01T05:00:00.000Z,49364.66289850927
House 9,2015-04-01T04:00:00.000Z,48825.62061957493
House 9,2015-05-01T04:00:00.000Z,49518.0903640148
House 9,2015-06-01T04:00:00.000Z,38924.25483033815
House 9,2015-07-01T04:00:00.000Z,45412.61046093711
House 9,2015-08-01T04:00:00.000Z,43653.30672116906
House 9,2015-09-01T04:00:00.000Z,62331.23534639709
House 9,2015-10-01T04:00:00.000Z,50051.37516266555
House 9,2015-11-01T04:00:00.000Z,46059.040405619045
House 9,2015-12-01T05:00:00.000Z,39942.03036963296
House 9,2016-01-01T05:00:00.000Z,38500.20036672488
House 9,2016-02-01T05:00:00.000Z,41617.56794715377
House 9,2016-03-01T05:00:00.000Z,37701.042913297664
House 9,2016-04-01T04:00:00.000Z,41183.98423128177
House 9,2016-05-01T04:00:00.000Z,38036.068275703525
House 9,2016-06-01T04:00:00.000Z,37869.563041259345
House 9,2016-07-01T04:00:00.000Z,44805.98186311494
House 9,2016-08-01T04:00:00.000Z,53334.85267357773
House 9,2016-09-01T04:00:00.000Z,61779.42177302386
House 9,2016-10-01T04:00:00.000Z,50636.91857125836
House 9,2016-11-01T04:00:00.000Z,43540.22832624562
House 9,2016-12-01T05:00:00.000Z,39532.29771681526
House 9,2017-01-01T05:00:00.000Z,117194.61879171974
House 9,2017-02-01T05:00:00.000Z,94011.07579798013
House 9,2017-03-01T05:00:00.000Z,68926.71083468843
House 9,2017-04-01T04:00:00.000Z,72257.05410964569
House 9,2017-05-01T04:00:00.000Z,49122.68588392021
House 9,2017-06-01T04:00:00.000Z,81012.66867592208
House 9,2017-07-01T04:00:00.000Z,55293.451680892074
House 9,2017-08-01T04:00:00.000Z,44366.460349828994
House 9,2017-09-01T04:00:00.000Z,56722.42889468718
House 9,2017-10-01T04:00:00.000Z,53723.51391314533
House 9,2017-11-01T04:00:00.000Z,78275.45519049511
House 9,2017-12-01T05:00:00.000Z,98815.96709470272
House 9,2018-01-01T05:00:00.000Z,101614.25800406496
House 9,2018-02-01T05:00:00.000Z,75778.82137243098
House 9,2018-03-01T05:00:00.000Z,82486.58014441293
House 9,2018-04-01T04:00:00.000Z,70906.68004772077
House 9,2018-05-01T04:00:00.000Z,10811.85242860503
House 9,2018-06-01T04:00:00.000Z,76494.27856084798
House 9,2018-07-01T04:00:00.000Z,179903.57986534925
House 9,2018-08-01T04:00:00.000Z,49077.87244914834
House 9,2018-09-01T04:00:00.000Z,60327.23047649319
House 9,2018-10-01T04:00:00.000Z,66898.9421354509
House 9,2018-11-01T04:00:00.000Z,88254.47523369621
House 9,2018-12-01T05:00:00.000Z,95269.48568989405
House 9,2019-01-01T05:00:00.000Z,118940.55674309398
House 9,2019-02-01T05:00:00.000Z,87371.8799366148
House 9,2019-03-01T05:00:00.000Z,68686.7645798363
House 9,2019-04-01T04:00:00.000Z,52055.70575156122
House 9,2019-05-01T04:00:00.000Z,52929.87645813123
House 9,2019-06-01T04:00:00.000Z,37261.33706879559
House 9,2019-07-01T04:00:00.000Z,45042.02343568917
House 9,2019-08-01T04:00:00.000Z,42781.6696899557
House 9,2019-09-01T04:00:00.000Z,46672.23292237611
House 9,2019-10-01T04:00:00.000Z,2213.7335138996596
House 10,2014-10-01T04:00:00.000Z,66220.63881877204
House 10,2014-11-01T04:00:00.000Z,56159.5838493035
House 10,2014-12-01T05:00:00.000Z,106947.31027057355
House 10,2015-01-01T05:00:00.000Z,128872.5389256595
House 10,2015-02-01T05:00:00.000Z,157792.4098296895
House 10,2015-03-01T05:00:00.000Z,100457.71860012786
House 10,2015-04-01T04:00:00.000Z,61201.1261500995
House 10,2015-05-01T04:00:00.000Z,64250.52388274025
House 10,2015-06-01T04:00:00.000Z,58259.20743915281
House 10,2015-07-01T04:00:00.000Z,62934.62567327628
House 10,2015-08-01T04:00:00.000Z,69465.31838931484
House 10,2015-09-01T04:00:00.000Z,81957.93337219219
House 10,2015-10-01T04:00:00.000Z,71350.12901030229
House 10,2015-11-01T04:00:00.000Z,74118.41916051981
House 10,2015-12-01T05:00:00.000Z,82859.8356446816
House 10,2016-01-01T05:00:00.000Z,105467.15555698345
House 10,2016-02-01T05:00:00.000Z,104497.55795561882
House 10,2016-03-01T05:00:00.000Z,70292.73428765859
House 10,2016-04-01T04:00:00.000Z,64630.29844406976
House 10,2016-05-01T04:00:00.000Z,49251.87051703725
House 10,2016-06-01T04:00:00.000Z,27688.887603451625
House 10,2016-07-01T04:00:00.000Z,28077.428344942997
House 10,2016-08-01T04:00:00.000Z,50519.56574039243
House 10,2016-09-01T04:00:00.000Z,84129.63121061184
House 10,2016-10-01T04:00:00.000Z,57934.06886868591
House 10,2016-11-01T04:00:00.000Z,46425.644245734875
House 10,2016-12-01T05:00:00.000Z,35122.01437907253
House 10,2017-01-01T05:00:00.000Z,26290.351324690255
House 10,2017-02-01T05:00:00.000Z,46688.6555728929
House 10,2017-03-01T05:00:00.000Z,45656.6755525573
House 10,2017-04-01T04:00:00.000Z,54267.27174228279
House 10,2017-05-01T04:00:00.000Z,49321.41462462854
House 10,2017-06-01T04:00:00.000Z,72557.6300649227
House 10,2017-07-01T04:00:00.000Z,76300.21652123857
House 10,2017-08-01T04:00:00.000Z,63209.64699233508
House 10,2017-09-01T04:00:00.000Z,74072.1269492764
House 10,2017-10-01T04:00:00.000Z,58633.96183547873
House 10,2017-11-01T04:00:00.000Z,44914.76535461728
House 10,2017-12-01T05:00:00.000Z,34478.16652683779
House 10,2018-01-01T05:00:00.000Z,32313.230097221
House 10,2018-02-01T05:00:00.000Z,48056.01301589791
House 10,2018-03-01T05:00:00.000Z,90255.03376800742
House 10,2018-04-01T04:00:00.000Z,82283.57634735842
House 10,2018-05-01T04:00:00.000Z,13313.731180073279
House 10,2018-06-01T04:00:00.000Z,46762.64889027923
House 10,2018-07-01T04:00:00.000Z,236823.8910846726
House 10,2018-08-01T04:00:00.000Z,65829.79238462479
House 10,2018-09-01T04:00:00.000Z,77839.46338090212
House 10,2018-10-01T04:00:00.000Z,82689.94051334813
House 10,2018-11-01T04:00:00.000Z,94012.51100916196
House 10,2018-12-01T05:00:00.000Z,96551.07347577602
House 10,2019-01-01T05:00:00.000Z,39126.926356096345
House 10,2019-02-01T05:00:00.000Z,46071.369089523665
House 10,2019-03-01T05:00:00.000Z,23450.593472529115
House 10,2019-04-01T04:00:00.000Z,46975.63504875714
House 10,2019-05-01T04:00:00.000Z,58331.130128178185
House 10,2019-06-01T04:00:00.000Z,62195.585188310644
House 10,2019-07-01T04:00:00.000Z,65045.17918357812
House 10,2019-08-01T04:00:00.000Z,64468.225852398
House 10,2019-09-01T04:00:00.000Z,60778.452951315645
House 10,2019-10-01T04:00:00.000Z,2945.851153051678
House 11,2014-10-01T04:00:00.000Z,70190.29608970339
House 11,2014-11-01T04:00:00.000Z,105734.87167533254
House 11,2014-12-01T05:00:00.000Z,104973.8852597101
House 11,2015-01-01T05:00:00.000Z,129293.07207978188
House 11,2015-02-01T05:00:00.000Z,150264.68119221836
House 11,2015-03-01T05:00:00.000Z,97624.41549444667
House 11,2015-04-01T04:00:00.000Z,67116.031185159
House 11,2015-05-01T04:00:00.000Z,65822.95770843464
House 11,2015-06-01T04:00:00.000Z,56984.46855336041
House 11,2015-07-01T04:00:00.000Z,56699.74214387444
House 11,2015-08-01T04:00:00.000Z,65915.06511572398
House 11,2015-09-01T04:00:00.000Z,78600.61754640267
House 11,2015-10-01T04:00:00.000Z,64684.27748395722
House 11,2015-11-01T04:00:00.000Z,73102.97370827179
House 11,2015-12-01T05:00:00.000Z,79481.28783623375
House 11,2016-01-01T05:00:00.000Z,105659.8533530595
House 11,2016-02-01T05:00:00.000Z,107212.16390781797
House 11,2016-03-01T05:00:00.000Z,74864.84162703081
House 11,2016-04-01T04:00:00.000Z,63413.423794280854
House 11,2016-05-01T04:00:00.000Z,52524.739887028925
House 11,2016-06-01T04:00:00.000Z,34474.8219498391
House 11,2016-07-01T04:00:00.000Z,62965.89135293746
House 11,2016-08-01T04:00:00.000Z,65090.233354035816
House 11,2016-09-01T04:00:00.000Z,70230.29224535757
House 11,2016-10-01T04:00:00.000Z,54134.27952036568
House 11,2016-11-01T04:00:00.000Z,40993.81292962395
House 11,2016-12-01T05:00:00.000Z,33064.71089607805
House 11,2017-01-01T05:00:00.000Z,32541.566897560704
House 11,2017-02-01T05:00:00.000Z,47063.58314164981
House 11,2017-03-01T05:00:00.000Z,47360.990018869896
House 11,2017-04-01T04:00:00.000Z,55296.8365850144
House 11,2017-05-01T04:00:00.000Z,48898.4806153
House 11,2017-06-01T04:00:00.000Z,84950.30203641634
House 11,2017-07-01T04:00:00.000Z,65354.566881300445
House 11,2017-08-01T04:00:00.000Z,56185.553057017314
House 11,2017-09-01T04:00:00.000Z,68506.1000646766
House 11,2017-10-01T04:00:00.000Z,59993.8828072913
House 11,2017-11-01T04:00:00.000Z,49544.996787929675
House 11,2017-12-01T05:00:00.000Z,42119.4031878996
House 11,2018-01-01T05:00:00.000Z,41728.487628649425
House 11,2018-02-01T05:00:00.000Z,54385.21687779117
House 11,2018-03-01T05:00:00.000Z,96475.66759968358
House 11,2018-04-01T04:00:00.000Z,87721.83989387276
House 11,2018-05-01T04:00:00.000Z,15074.647036142227
House 11,2018-06-01T04:00:00.000Z,88158.42411955328
House 11,2018-07-01T04:00:00.000Z,241969.82753438037
House 11,2018-08-01T04:00:00.000Z,63440.833278649414
House 11,2018-09-01T04:00:00.000Z,68335.15350317996
House 11,2018-10-01T04:00:00.000Z,77190.85637331114
House 11,2018-11-01T04:00:00.000Z,95453.2535620105
House 11,2018-12-01T05:00:00.000Z,98312.9505253064
House 11,2019-01-01T05:00:00.000Z,35825.82995631295
House 11,2019-02-01T05:00:00.000Z,41764.81281613835
House 11,2019-03-01T05:00:00.000Z,25569.856120612705
House 11,2019-04-01T04:00:00.000Z,48604.97799649772
House 11,2019-05-01T04:00:00.000Z,51414.66616812816
House 11,2019-06-01T04:00:00.000Z,40774.43880110592
House 11,2019-07-01T04:00:00.000Z,45089.22938987465
House 11,2019-08-01T04:00:00.000Z,53633.42392666316
House 11,2019-09-01T04:00:00.000Z,55710.889479031975
House 11,2019-10-01T04:00:00.000Z,2523.1721082514155
House 12,2014-10-01T04:00:00.000Z,68610.60446400159
House 12,2014-11-01T04:00:00.000Z,99039.1959076975
House 12,2014-12-01T05:00:00.000Z,106722.99018741363
House 12,2015-01-01T05:00:00.000Z,133167.0495839951
House 12,2015-02-01T05:00:00.000Z,152488.44436966634
House 12,2015-03-01T05:00:00.000Z,96690.45030003054
House 12,2015-04-01T04:00:00.000Z,62178.4455780416
House 12,2015-05-01T04:00:00.000Z,59884.82463140069
House 12,2015-06-01T04:00:00.000Z,46479.49504896843
House 12,2015-07-01T04:00:00.000Z,45623.35669055055
House 12,2015-08-01T04:00:00.000Z,54713.72487938826
House 12,2015-09-01T04:00:00.000Z,73933.7477518562
House 12,2015-10-01T04:00:00.000Z,67302.88589216271
House 12,2015-11-01T04:00:00.000Z,69785.03661498825
House 12,2015-12-01T05:00:00.000Z,78124.67789109312
House 12,2016-01-01T05:00:00.000Z,100302.88124668288
House 12,2016-02-01T05:00:00.000Z,101197.50680548069
House 12,2016-03-01T05:00:00.000Z,69488.76448928536
House 12,2016-04-01T04:00:00.000Z,59429.5970777936
House 12,2016-05-01T04:00:00.000Z,45963.11032504095
House 12,2016-06-01T04:00:00.000Z,19964.093493057775
House 12,2016-07-01T04:00:00.000Z,39322.24562324317
House 12,2016-08-01T04:00:00.000Z,53008.39485181489
House 12,2016-09-01T04:00:00.000Z,68777.73297996464
House 12,2016-10-01T04:00:00.000Z,51426.158054548505
House 12,2016-11-01T04:00:00.000Z,39726.35220456354
House 12,2016-12-01T05:00:00.000Z,31645.43941804984
House 12,2017-01-01T05:00:00.000Z,20461.396069312912
House 12,2017-02-01T05:00:00.000Z,38493.103135340716
House 12,2017-03-01T05:00:00.000Z,37950.759086177975
House 12,2017-04-01T04:00:00.000Z,45570.539186681606
House 12,2017-05-01T04:00:00.000Z,44493.80030836162
House 12,2017-06-01T04:00:00.000Z,47069.392163690165
House 12,2017-07-01T04:00:00.000Z,36783.00378195858
House 12,2017-08-01T04:00:00.000Z,47440.58453154769
House 12,2017-09-01T04:00:00.000Z,68323.9351353508
House 12,2017-10-01T04:00:00.000Z,56489.08544287144
House 12,2017-11-01T04:00:00.000Z,45181.02074000663
House 12,2017-12-01T05:00:00.000Z,34680.99784566302
House 12,2018-01-01T05:00:00.000Z,33641.49004344278
House 12,2018-02-01T05:00:00.000Z,47027.00092729998
House 12,2018-03-01T05:00:00.000Z,88389.22829897156
House 12,2018-04-01T04:00:00.000Z,95342.28876084974
House 12,2018-05-01T04:00:00.000Z,14534.384163532992
House 12,2018-06-01T04:00:00.000Z,71559.67559631304
House 12,2018-07-01T04:00:00.000Z,125398.19613041052
House 12,2018-08-01T04:00:00.000Z,50406.052347255274
House 12,2018-09-01T04:00:00.000Z,64950.09386374876
House 12,2018-10-01T04:00:00.000Z,70468.63985177719
House 12,2018-11-01T04:00:00.000Z,86459.5275611689
House 12,2018-12-01T05:00:00.000Z,92044.125387312
House 12,2019-01-01T05:00:00.000Z,115549.71521050598
House 12,2019-02-01T05:00:00.000Z,90203.23708949581
House 12,2019-03-01T05:00:00.000Z,31570.423236515446
House 12,2019-04-01T04:00:00.000Z,59142.32415422941
House 12,2019-05-01T04:00:00.000Z,56961.96417452169
House 12,2019-06-01T04:00:00.000Z,45185.18900961633
House 12,2019-07-01T04:00:00.000Z,51224.35273517097
House 12,2019-08-01T04:00:00.000Z,49579.68764146177
House 12,2019-09-01T04:00:00.000Z,59935.09492461986
House 12,2019-10-01T04:00:00.000Z,3451.055731200997
House 13,2014-10-01T04:00:00.000Z,62936.05189499547
House 13,2014-11-01T04:00:00.000Z,94314.1784875205
House 13,2014-12-01T05:00:00.000Z,102538.14311963021
House 13,2015-01-01T05:00:00.000Z,125165.31543095136
House 13,2015-02-01T05:00:00.000Z,142145.36056298777
House 13,2015-03-01T05:00:00.000Z,86425.46167063543
House 13,2015-04-01T04:00:00.000Z,54330.3734508899
House 13,2015-05-01T04:00:00.000Z,55130.909968895794
House 13,2015-06-01T04:00:00.000Z,40363.661883160356
House 13,2015-07-01T04:00:00.000Z,47003.083808150855
House 13,2015-08-01T04:00:00.000Z,53276.801580100844
House 13,2015-09-01T04:00:00.000Z,66151.21698445435
House 13,2015-10-01T04:00:00.000Z,64367.91344395424
House 13,2015-11-01T04:00:00.000Z,65129.42348815035
House 13,2015-12-01T05:00:00.000Z,72224.67230280577
House 13,2016-01-01T05:00:00.000Z,99661.60809615112
House 13,2016-02-01T05:00:00.000Z,99007.1478390637
House 13,2016-03-01T05:00:00.000Z,63323.88286965966
House 13,2016-04-01T04:00:00.000Z,54734.31090828744
House 13,2016-05-01T04:00:00.000Z,40891.265372237365
House 13,2016-06-01T04:00:00.000Z,25710.816170950824
House 13,2016-07-01T04:00:00.000Z,47361.09392853688
House 13,2016-08-01T04:00:00.000Z,56516.144568582036
House 13,2016-09-01T04:00:00.000Z,63482.95541796271
House 13,2016-10-01T04:00:00.000Z,48128.98488017624
House 13,2016-11-01T04:00:00.000Z,35857.389349979385
House 13,2016-12-01T05:00:00.000Z,28038.20145669648
House 13,2017-01-01T05:00:00.000Z,19881.57323006121
House 13,2017-02-01T05:00:00.000Z,38043.859150959266
House 13,2017-03-01T05:00:00.000Z,50922.9381298508
House 13,2017-04-01T04:00:00.000Z,38766.12559015652
House 13,2017-05-01T04:00:00.000Z,35046.589179167415
House 13,2017-06-01T04:00:00.000Z,80357.29892487476
House 13,2017-07-01T04:00:00.000Z,62988.54266177475
House 13,2017-08-01T04:00:00.000Z,51879.155878065554
House 13,2017-09-01T04:00:00.000Z,68773.4745651348
House 13,2017-10-01T04:00:00.000Z,77839.78589306188
House 13,2017-11-01T04:00:00.000Z,45725.15103198026
House 13,2017-12-01T05:00:00.000Z,33389.622710411284
House 13,2018-01-01T05:00:00.000Z,31117.67689487381
House 13,2018-02-01T05:00:00.000Z,45894.38926120528
House 13,2018-03-01T05:00:00.000Z,84930.62299267946
House 13,2018-04-01T04:00:00.000Z,69312.6143115066
House 13,2018-05-01T04:00:00.000Z,16586.39124804997
House 13,2018-06-01T04:00:00.000Z,83937.19196094325
House 13,2018-07-01T04:00:00.000Z,249530.75375771397
House 13,2018-08-01T04:00:00.000Z,55721.20670551624
House 13,2018-09-01T04:00:00.000Z,62137.35426674361
House 13,2018-10-01T04:00:00.000Z,70074.17558392578
House 13,2018-11-01T04:00:00.000Z,87480.66735531032
House 13,2018-12-01T05:00:00.000Z,87784.75868757126
House 13,2019-01-01T05:00:00.000Z,112687.22655481005
House 13,2019-02-01T05:00:00.000Z,90393.5060152592
House 13,2019-03-01T05:00:00.000Z,37832.258933142315
House 13,2019-04-01T04:00:00.000Z,76163.04517438379
House 13,2019-05-01T04:00:00.000Z,61157.491586869
House 13,2019-06-01T04:00:00.000Z,47314.82463163361
House 13,2019-07-01T04:00:00.000Z,49699.84257998599
House 13,2019-08-01T04:00:00.000Z,52323.81581728134
House 13,2019-09-01T04:00:00.000Z,62916.31544522951
House 13,2019-10-01T04:00:00.000Z,3655.442417739825
House 14,2014-10-01T04:00:00.000Z,62180.28490705932
House 14,2014-11-01T04:00:00.000Z,67116.2203203721
House 14,2014-12-01T05:00:00.000Z,101206.0120360852
House 14,2015-01-01T05:00:00.000Z,126425.469841835
House 14,2015-02-01T05:00:00.000Z,146550.53095916635
House 14,2015-03-01T05:00:00.000Z,93060.75177670021
House 14,2015-04-01T04:00:00.000Z,59005.50733289543
House 14,2015-05-01T04:00:00.000Z,57086.05258173185
House 14,2015-06-01T04:00:00.000Z,42441.9607728551
House 14,2015-07-01T04:00:00.000Z,46209.75295866875
House 14,2015-08-01T04:00:00.000Z,51784.4849108764
House 14,2015-09-01T04:00:00.000Z,69089.93143582338
House 14,2015-10-01T04:00:00.000Z,65800.23782512946
House 14,2015-11-01T04:00:00.000Z,67000.02520946575
House 14,2015-12-01T05:00:00.000Z,75626.56786876215
House 14,2016-01-01T05:00:00.000Z,104141.3052585853
House 14,2016-02-01T05:00:00.000Z,92172.65113220055
House 14,2016-03-01T05:00:00.000Z,60149.9962687859
House 14,2016-04-01T04:00:00.000Z,51704.90833673747
House 14,2016-05-01T04:00:00.000Z,46307.48524220919
House 14,2016-06-01T04:00:00.000Z,27394.42214105599
House 14,2016-07-01T04:00:00.000Z,56658.840536621195
House 14,2016-08-01T04:00:00.000Z,60187.73604167326
House 14,2016-09-01T04:00:00.000Z,66781.47014264768
House 14,2016-10-01T04:00:00.000Z,51767.75544309155
House 14,2016-11-01T04:00:00.000Z,39258.34967373025
House 14,2016-12-01T05:00:00.000Z,30455.39177983776
House 14,2017-01-01T05:00:00.000Z,19795.24079752034
House 14,2017-02-01T05:00:00.000Z,40936.43227965637
House 14,2017-03-01T05:00:00.000Z,31365.902013286566
House 14,2017-04-01T04:00:00.000Z,59881.81435616581
House 14,2017-05-01T04:00:00.000Z,58728.4863507486
House 14,2017-06-01T04:00:00.000Z,85655.85835859526
House 14,2017-07-01T04:00:00.000Z,55582.84346303603
House 14,2017-08-01T04:00:00.000Z,43843.83872660804
House 14,2017-09-01T04:00:00.000Z,66377.41790280014
House 14,2017-10-01T04:00:00.000Z,49683.7821457217
House 14,2017-11-01T04:00:00.000Z,42016.94994498574
House 14,2017-12-01T05:00:00.000Z,32036.579540664556
House 14,2018-01-01T05:00:00.000Z,250799.89732899825
House 14,2018-02-01T05:00:00.000Z,40609.680401223726
House 14,2018-03-01T05:00:00.000Z,87046.25084967018
House 14,2018-04-01T04:00:00.000Z,61704.74719284158
House 14,2018-05-01T04:00:00.000Z,13227.009961247084
House 14,2018-06-01T04:00:00.000Z,51779.69324368268
House 14,2018-07-01T04:00:00.000Z,187474.3809627233
House 14,2018-08-01T04:00:00.000Z,54505.41091537758
House 14,2018-09-01T04:00:00.000Z,63102.05212595848
House 14,2018-10-01T04:00:00.000Z,71436.39270882934
House 14,2018-11-01T04:00:00.000Z,86676.73533150236
House 14,2018-12-01T05:00:00.000Z,85537.66172573308
House 14,2019-01-01T05:00:00.000Z,112237.00181309532
House 14,2019-02-01T05:00:00.000Z,87212.74546221076
House 14,2019-03-01T05:00:00.000Z,31657.5139738083
House 14,2019-04-01T04:00:00.000Z,58259.94445730001
House 14,2019-05-01T04:00:00.000Z,54530.34847311665
House 14,2019-06-01T04:00:00.000Z,44736.78169749174
House 14,2019-07-01T04:00:00.000Z,45476.122337515175
House 14,2019-08-01T04:00:00.000Z,56122.75777778274
House 14,2019-09-01T04:00:00.000Z,71644.92881351721
House 14,2019-10-01T04:00:00.000Z,3556.9833628695624
Health Center,2014-10-01T04:00:00.000Z,188882.5122418836
Health Center,2014-11-01T04:00:00.000Z,201359.6869431097
Health Center,2014-12-01T05:00:00.000Z,205509.8784199799
Health Center,2015-01-01T05:00:00.000Z,72224.20077680764
Health Center,2015-02-01T05:00:00.000Z,71138.7323978399
Health Center,2015-03-01T05:00:00.000Z,68757.25491172008
Health Center,2015-04-01T04:00:00.000Z,55960.16357118772
Health Center,2015-05-01T04:00:00.000Z,58390.417229183164
Health Center,2015-06-01T04:00:00.000Z,59189.75141109008
Health Center,2015-07-01T04:00:00.000Z,58944.19377498991
Health Center,2015-08-01T04:00:00.000Z,64457.54712926138
Health Center,2015-09-01T04:00:00.000Z,63536.78565292804
Health Center,2015-10-01T04:00:00.000Z,73059.67180017135
Health Center,2015-11-01T04:00:00.000Z,64704.66764433228
Health Center,2015-12-01T05:00:00.000Z,63747.1003294464
Health Center,2016-01-01T05:00:00.000Z,72735.85637786653
Health Center,2016-02-01T05:00:00.000Z,65449.92213621638
Health Center,2016-03-01T05:00:00.000Z,60533.2072898225
Health Center,2016-04-01T04:00:00.000Z,60886.95977744677
Health Center,2016-05-01T04:00:00.000Z,62878.311936478116
Health Center,2016-06-01T04:00:00.000Z,57491.837238915745
Health Center,2016-07-01T04:00:00.000Z,55874.40063847862
Health Center,2016-08-01T04:00:00.000Z,66157.34547668917
Health Center,2016-09-01T04:00:00.000Z,263440.2115728854
Health Center,2016-10-01T04:00:00.000Z,1053103.4260812805
Health Center,2016-11-01T04:00:00.000Z,60441.47678597714
Health Center,2016-12-01T05:00:00.000Z,70072.8828989899
Health Center,2017-01-01T05:00:00.000Z,705326.6212522
Health Center,2017-02-01T05:00:00.000Z,667071.7877238161
Health Center,2017-03-01T05:00:00.000Z,502268.40025470086
Health Center,2017-04-01T04:00:00.000Z,537132.9930070882
Health Center,2017-05-01T04:00:00.000Z,655839.4943052292
Health Center,2017-06-01T04:00:00.000Z,448312.4388493446
Health Center,2017-07-01T04:00:00.000Z,335851.3123629446
Health Center,2017-08-01T04:00:00.000Z,21660.27268333465
Health Center,2017-09-01T04:00:00.000Z,0
Health Center,2017-10-01T04:00:00.000Z,434825.6753863408
Health Center,2017-11-01T04:00:00.000Z,534416.0219813915
Health Center,2017-12-01T05:00:00.000Z,679209.9853230435
Health Center,2018-01-01T05:00:00.000Z,805373.5852403466
Health Center,2018-02-01T05:00:00.000Z,489675.55782528076
Health Center,2018-03-01T05:00:00.000Z,581755.2009314188
Health Center,2018-04-01T04:00:00.000Z,428715.9354708439
Health Center,2018-05-01T04:00:00.000Z,206498.57070047338
Health Center,2018-06-01T04:00:00.000Z,178252.08333333334
Health Center,2018-07-01T04:00:00.000Z,23466.087239583332
Health Center,2018-08-01T04:00:00.000Z,374145.82903886586
Health Center,2018-09-01T04:00:00.000Z,435490.84293150785
Health Center,2018-10-01T04:00:00.000Z,512889.7765552597
Health Center,2018-11-01T04:00:00.000Z,508554.3291319787
Health Center,2018-12-01T05:00:00.000Z,641578.7683511716
Health Center,2019-01-01T05:00:00.000Z,0
Health Center,2019-02-01T05:00:00.000Z,0
Health Center,2019-03-01T05:00:00.000Z,0
Health Center,2019-04-01T04:00:00.000Z,0
Health Center,2019-05-01T04:00:00.000Z,0
Health Center,2019-06-01T04:00:00.000Z,0
Health Center,2019-07-01T04:00:00.000Z,0
Health Center,2019-08-01T04:00:00.000Z,0
Health Center,2019-09-01T04:00:00.000Z,0
Tawes Hall,2014-10-01T04:00:00.000Z,383766.78900000016
Tawes Hall,2014-11-01T04:00:00.000Z,846288.7391260839
Tawes Hall,2014-12-01T05:00:00.000Z,1208402.3852872683
