building,date,kBtu
William E. Kirwan Hall,2015-03-01T05:00:00.000Z,950924.222411884
William E. Kirwan Hall,2015-04-01T04:00:00.000Z,563263.4652932044
William E. Kirwan Hall,2015-05-01T04:00:00.000Z,465271.63822775066
William E. Kirwan Hall,2015-06-01T04:00:00.000Z,409648.196592406
William E. Kirwan Hall,2015-07-01T04:00:00.000Z,313560.5236518943
William E. Kirwan Hall,2015-08-01T04:00:00.000Z,243181.51989135498
William E. Kirwan Hall,2015-09-01T04:00:00.000Z,131371
William E. Kirwan Hall,2015-10-01T04:00:00.000Z,287126
William E. Kirwan Hall,2015-11-01T04:00:00.000Z,417772
William E. Kirwan Hall,2015-12-01T05:00:00.000Z,449386
William E. Kirwan Hall,2016-01-01T05:00:00.000Z,768146
William E. Kirwan Hall,2016-02-01T05:00:00.000Z,712432
William E. Kirwan Hall,2016-03-01T05:00:00.000Z,423261
William E. Kirwan Hall,2016-04-01T04:00:00.000Z,308028
William E. Kirwan Hall,2016-05-01T04:00:00.000Z,3708
William E. Kirwan Hall,2016-06-01T04:00:00.000Z,5760
William E. Kirwan Hall,2016-07-01T04:00:00.000Z,8424
William E. Kirwan Hall,2016-08-01T04:00:00.000Z,8256
William E. Kirwan Hall,2016-09-01T04:00:00.000Z,1176
William E. Kirwan Hall,2016-10-01T04:00:00.000Z,0
William E. Kirwan Hall,2016-11-01T04:00:00.000Z,0
William E. Kirwan Hall,2016-12-01T05:00:00.000Z,0
William E. Kirwan Hall,2017-01-01T05:00:00.000Z,0
William E. Kirwan Hall,2017-02-01T05:00:00.000Z,0
William E. Kirwan Hall,2017-03-01T05:00:00.000Z,0
William E. Kirwan Hall,2017-04-01T04:00:00.000Z,188224.833885425
William E. Kirwan Hall,2017-05-01T04:00:00.000Z,721065.6835680971
William E. Kirwan Hall,2017-06-01T04:00:00.000Z,345607.328630347
William E. Kirwan Hall,2017-07-01T04:00:00.000Z,32594.214047593
William E. Kirwan Hall,2017-08-01T04:00:00.000Z,1351098.5189117834
William E. Kirwan Hall,2017-09-01T04:00:00.000Z,274466.79786641983
William E. Kirwan Hall,2017-10-01T04:00:00.000Z,285362
William E. Kirwan Hall,2017-11-01T04:00:00.000Z,526218
William E. Kirwan Hall,2017-12-01T05:00:00.000Z,712334
William E. Kirwan Hall,2018-01-01T05:00:00.000Z,861993.7147109453
William E. Kirwan Hall,2018-02-01T05:00:00.000Z,389903.660821251
William E. Kirwan Hall,2018-03-01T05:00:00.000Z,319156.3737228251
William E. Kirwan Hall,2018-04-01T04:00:00.000Z,521086.96502874687
William E. Kirwan Hall,2018-05-01T04:00:00.000Z,817173.8533825495
William E. Kirwan Hall,2018-06-01T04:00:00.000Z,1444009.5054972488
William E. Kirwan Hall,2018-07-01T04:00:00.000Z,1325867.9348534755
William E. Kirwan Hall,2018-08-01T04:00:00.000Z,36450.98026550683
William E. Kirwan Hall,2018-09-01T04:00:00.000Z,900967.6859950611
William E. Kirwan Hall,2018-10-01T04:00:00.000Z,1452336.1838557257
William E. Kirwan Hall,2018-11-01T04:00:00.000Z,638895.2702792021
William E. Kirwan Hall,2018-12-01T05:00:00.000Z,579143.9861243579
William E. Kirwan Hall,2019-01-01T05:00:00.000Z,997290.0201528736
William E. Kirwan Hall,2019-02-01T05:00:00.000Z,320307.0158890864
William E. Kirwan Hall,2019-03-01T05:00:00.000Z,194861.0884428406
William E. Kirwan Hall,2019-04-01T04:00:00.000Z,681578.222216482
William E. Kirwan Hall,2019-05-01T04:00:00.000Z,784108.3160175623
William E. Kirwan Hall,2019-06-01T04:00:00.000Z,905499.5297749173
William E. Kirwan Hall,2019-07-01T04:00:00.000Z,1262161.1470372798
William E. Kirwan Hall,2019-08-01T04:00:00.000Z,1117062.4547031466
William E. Kirwan Hall,2019-09-01T04:00:00.000Z,973619.146313103
William E. Kirwan Hall,2019-10-01T04:00:00.000Z,48228.8670349263
Institute For Physical Science & Tech,2014-10-01T04:00:00.000Z,134796.6552156155
Institute For Physical Science & Tech,2014-11-01T04:00:00.000Z,105036.19064706167
Institute For Physical Science & Tech,2014-12-01T05:00:00.000Z,94282.59153500265
Institute For Physical Science & Tech,2015-01-01T05:00:00.000Z,17554.78388547373
Institute For Physical Science & Tech,2015-02-01T05:00:00.000Z,15726.219572794584
Institute For Physical Science & Tech,2015-03-01T05:00:00.000Z,17194.012008751135
Institute For Physical Science & Tech,2015-04-01T04:00:00.000Z,24622.56508532337
Institute For Physical Science & Tech,2015-05-01T04:00:00.000Z,30599.033178732814
Institute For Physical Science & Tech,2015-06-01T04:00:00.000Z,36723.29852819417
Institute For Physical Science & Tech,2015-07-01T04:00:00.000Z,44097.93226025187
Institute For Physical Science & Tech,2015-08-01T04:00:00.000Z,41198.23663524982
Institute For Physical Science & Tech,2015-09-01T04:00:00.000Z,36226.17259958814
Institute For Physical Science & Tech,2015-10-01T04:00:00.000Z,27929.966420601075
Institute For Physical Science & Tech,2015-11-01T04:00:00.000Z,23715.566315906675
Institute For Physical Science & Tech,2015-12-01T05:00:00.000Z,23097.768387601725
Institute For Physical Science & Tech,2016-01-01T05:00:00.000Z,20715.69806048267
Institute For Physical Science & Tech,2016-02-01T05:00:00.000Z,18926.45151462756
Institute For Physical Science & Tech,2016-03-01T05:00:00.000Z,25782.394678184457
Institute For Physical Science & Tech,2016-04-01T04:00:00.000Z,27348.68847759119
Institute For Physical Science & Tech,2016-05-01T04:00:00.000Z,31445.275354230514
Institute For Physical Science & Tech,2016-06-01T04:00:00.000Z,35923.002887071176
Institute For Physical Science & Tech,2016-07-01T04:00:00.000Z,43900.75483169991
Institute For Physical Science & Tech,2016-08-01T04:00:00.000Z,44544.081380061274
Institute For Physical Science & Tech,2016-09-01T04:00:00.000Z,35820.456770929195
Institute For Physical Science & Tech,2016-10-01T04:00:00.000Z,30217.679263679347
Institute For Physical Science & Tech,2016-11-01T04:00:00.000Z,23988.54651812295
Institute For Physical Science & Tech,2016-12-01T05:00:00.000Z,19587.99685202466
Institute For Physical Science & Tech,2017-01-01T05:00:00.000Z,103573.00016652567
Institute For Physical Science & Tech,2017-02-01T05:00:00.000Z,128805.96088009504
Institute For Physical Science & Tech,2017-03-01T05:00:00.000Z,115156.3679754919
Institute For Physical Science & Tech,2017-04-01T04:00:00.000Z,7482.8266013883
Institute For Physical Science & Tech,2017-05-01T04:00:00.000Z,0
Institute For Physical Science & Tech,2017-06-01T04:00:00.000Z,0
Institute For Physical Science & Tech,2017-07-01T04:00:00.000Z,0
Institute For Physical Science & Tech,2017-08-01T04:00:00.000Z,0
Institute For Physical Science & Tech,2017-09-01T04:00:00.000Z,0
Institute For Physical Science & Tech,2017-10-01T04:00:00.000Z,0
Institute For Physical Science & Tech,2017-11-01T04:00:00.000Z,0
Institute For Physical Science & Tech,2017-12-01T05:00:00.000Z,0
Institute For Physical Science & Tech,2018-01-01T05:00:00.000Z,134653.34526702532
Institute For Physical Science & Tech,2018-02-01T05:00:00.000Z,110795.65096839011
Institute For Physical Science & Tech,2018-03-01T05:00:00.000Z,0
Institute For Physical Science & Tech,2018-04-01T04:00:00.000Z,0
Institute For Physical Science & Tech,2018-05-01T04:00:00.000Z,200685.2257144306
Institute For Physical Science & Tech,2018-06-01T04:00:00.000Z,234195.25530535792
Institute For Physical Science & Tech,2018-07-01T04:00:00.000Z,256645.79776645615
Institute For Physical Science & Tech,2018-08-01T04:00:00.000Z,0
Institute For Physical Science & Tech,2018-09-01T04:00:00.000Z,0
Institute For Physical Science & Tech,2018-10-01T04:00:00.000Z,70058.275
Institute For Physical Science & Tech,2018-11-01T04:00:00.000Z,0
Institute For Physical Science & Tech,2018-12-01T05:00:00.000Z,0
Institute For Physical Science & Tech,2019-01-01T05:00:00.000Z,0
Institute For Physical Science & Tech,2019-02-01T05:00:00.000Z,0
Institute For Physical Science & Tech,2019-03-01T05:00:00.000Z,0
Institute For Physical Science & Tech,2019-04-01T04:00:00.000Z,0
Institute For Physical Science & Tech,2019-05-01T04:00:00.000Z,22.502562249049536
Institute For Physical Science & Tech,2019-06-01T04:00:00.000Z,22.502562249049536
Institute For Physical Science & Tech,2019-07-01T04:00:00.000Z,0
Institute For Physical Science & Tech,2019-08-01T04:00:00.000Z,0
Institute For Physical Science & Tech,2019-09-01T04:00:00.000Z,0
Central Animal Resources Facility,2014-10-01T04:00:00.000Z,120190
Central Animal Resources Facility,2014-11-01T04:00:00.000Z,124474
Central Animal Resources Facility,2014-12-01T05:00:00.000Z,157556
Central Animal Resources Facility,2015-01-01T05:00:00.000Z,191590
Central Animal Resources Facility,2015-02-01T05:00:00.000Z,238476
Central Animal Resources Facility,2015-03-01T05:00:00.000Z,194208
Central Animal Resources Facility,2015-04-01T04:00:00.000Z,133399
Central Animal Resources Facility,2015-05-01T04:00:00.000Z,126854
Central Animal Resources Facility,2015-06-01T04:00:00.000Z,128282
Central Animal Resources Facility,2015-07-01T04:00:00.000Z,238329.81030725583
Central Animal Resources Facility,2015-08-01T04:00:00.000Z,265911.9021572238
Central Animal Resources Facility,2015-09-01T04:00:00.000Z,198313.36241973285
Central Animal Resources Facility,2015-10-01T04:00:00.000Z,165166.76030542393
Central Animal Resources Facility,2015-11-01T04:00:00.000Z,77677.2677918562
Central Animal Resources Facility,2015-12-01T05:00:00.000Z,75766.99891981896
Central Animal Resources Facility,2016-01-01T05:00:00.000Z,63736.48544999752
Central Animal Resources Facility,2016-02-01T05:00:00.000Z,59716.02720654844
Central Animal Resources Facility,2016-03-01T05:00:00.000Z,72553.73240125854
Central Animal Resources Facility,2016-04-01T04:00:00.000Z,84882.89200697141
Central Animal Resources Facility,2016-05-01T04:00:00.000Z,97041.30804536401
Central Animal Resources Facility,2016-06-01T04:00:00.000Z,103680.65323505
Central Animal Resources Facility,2016-07-01T04:00:00.000Z,124076.52511840727
Central Animal Resources Facility,2016-08-01T04:00:00.000Z,125327.00678410573
Central Animal Resources Facility,2016-09-01T04:00:00.000Z,108042.5986131397
Central Animal Resources Facility,2016-10-01T04:00:00.000Z,83197.56701155071
Central Animal Resources Facility,2016-11-01T04:00:00.000Z,64910.808114445186
Central Animal Resources Facility,2016-12-01T05:00:00.000Z,63589.08093144755
Central Animal Resources Facility,2017-01-01T05:00:00.000Z,61873.04666132894
Central Animal Resources Facility,2017-02-01T05:00:00.000Z,65270.72081390458
Central Animal Resources Facility,2017-03-01T05:00:00.000Z,363.05186975675554
Central Animal Resources Facility,2017-04-01T04:00:00.000Z,113892.8519285554
Central Animal Resources Facility,2017-05-01T04:00:00.000Z,121992.32169382417
Central Animal Resources Facility,2017-06-01T04:00:00.000Z,16231.5577486567
Central Animal Resources Facility,2017-07-01T04:00:00.000Z,0
Central Animal Resources Facility,2017-08-01T04:00:00.000Z,0
Central Animal Resources Facility,2017-09-01T04:00:00.000Z,0
Central Animal Resources Facility,2017-10-01T04:00:00.000Z,0
Central Animal Resources Facility,2017-11-01T04:00:00.000Z,0
Central Animal Resources Facility,2017-12-01T05:00:00.000Z,0
Central Animal Resources Facility,2018-01-01T05:00:00.000Z,0
Central Animal Resources Facility,2018-02-01T05:00:00.000Z,0
Central Animal Resources Facility,2018-03-01T05:00:00.000Z,60062.237086423454
Central Animal Resources Facility,2018-04-01T04:00:00.000Z,96858.58477804581
Central Animal Resources Facility,2018-05-01T04:00:00.000Z,30596.904996550842
Central Animal Resources Facility,2018-06-01T04:00:00.000Z,152097.50900169037
Central Animal Resources Facility,2018-07-01T04:00:00.000Z,763505.3968653368
Central Animal Resources Facility,2018-08-01T04:00:00.000Z,640.7403908562269
Central Animal Resources Facility,2018-09-01T04:00:00.000Z,262674.94824349147
Central Animal Resources Facility,2018-10-01T04:00:00.000Z,212237.23421941284
Central Animal Resources Facility,2018-11-01T04:00:00.000Z,51865.30979058902
Central Animal Resources Facility,2018-12-01T05:00:00.000Z,228115.30285939976
Central Animal Resources Facility,2019-01-01T05:00:00.000Z,473538.0454841603
Central Animal Resources Facility,2019-02-01T05:00:00.000Z,202986.5105294467
Central Animal Resources Facility,2019-03-01T05:00:00.000Z,103068.19495360786
Central Animal Resources Facility,2019-04-01T04:00:00.000Z,268014.5608932087
Central Animal Resources Facility,2019-05-01T04:00:00.000Z,222801.92712071084
Central Animal Resources Facility,2019-06-01T04:00:00.000Z,251894.8674155413
Central Animal Resources Facility,2019-07-01T04:00:00.000Z,262455.6673438887
Central Animal Resources Facility,2019-08-01T04:00:00.000Z,168878.20674817608
Central Animal Resources Facility,2019-09-01T04:00:00.000Z,154103.5871702978
Central Animal Resources Facility,2019-10-01T04:00:00.000Z,7538.7207077236
Martin Hall,2014-10-01T04:00:00.000Z,2265504.1304879277
Martin Hall,2014-11-01T04:00:00.000Z,2606334.783343705
Martin Hall,2014-12-01T05:00:00.000Z,2967643.085482559
Martin Hall,2015-01-01T05:00:00.000Z,3259482.9395056004
Martin Hall,2015-02-01T05:00:00.000Z,3151291.256909319
Martin Hall,2015-03-01T05:00:00.000Z,2679377.379027245
Martin Hall,2015-04-01T04:00:00.000Z,1726043.2522196989
Martin Hall,2015-05-01T04:00:00.000Z,2466676.513192545
Martin Hall,2015-06-01T04:00:00.000Z,2845395.1868695607
Martin Hall,2015-07-01T04:00:00.000Z,2433514.463018998
Martin Hall,2015-08-01T04:00:00.000Z,2464650.618577139
Martin Hall,2015-09-01T04:00:00.000Z,3125167.4609820354
Martin Hall,2015-10-01T04:00:00.000Z,2959932.1045522215
Martin Hall,2015-11-01T04:00:00.000Z,3174703.027944361
Martin Hall,2015-12-01T05:00:00.000Z,3045771.210560624
Martin Hall,2016-01-01T05:00:00.000Z,3373892.4314987566
Martin Hall,2016-02-01T05:00:00.000Z,2876147.112465496
Martin Hall,2016-03-01T05:00:00.000Z,2643769.943648285
Martin Hall,2016-04-01T04:00:00.000Z,2571216.0230059223
Martin Hall,2016-05-01T04:00:00.000Z,2056136.825032148
Martin Hall,2016-06-01T04:00:00.000Z,2410537.72112813
Martin Hall,2016-07-01T04:00:00.000Z,2567333.687302909
Martin Hall,2016-08-01T04:00:00.000Z,2347452.8993583
Martin Hall,2016-09-01T04:00:00.000Z,2196759.4542414146
Martin Hall,2016-10-01T04:00:00.000Z,2095184.4117623274
Martin Hall,2016-11-01T04:00:00.000Z,2328759.5192728015
Martin Hall,2016-12-01T05:00:00.000Z,1235387.1419202196
Martin Hall,2017-01-01T05:00:00.000Z,1367407.4315365301
Martin Hall,2017-02-01T05:00:00.000Z,2235160.544330283
Martin Hall,2017-03-01T05:00:00.000Z,1451336.5818385952
Martin Hall,2017-04-01T04:00:00.000Z,1194275.4892712934
Martin Hall,2017-05-01T04:00:00.000Z,2599462.066988403
Martin Hall,2017-06-01T04:00:00.000Z,2357680.9722872702
Martin Hall,2017-07-01T04:00:00.000Z,2357756.692348659
Martin Hall,2017-08-01T04:00:00.000Z,2161196.8378661326
Martin Hall,2017-09-01T04:00:00.000Z,2097440.424953513
Martin Hall,2017-10-01T04:00:00.000Z,1836902.4695351592
Martin Hall,2017-11-01T04:00:00.000Z,1590421.761457143
Martin Hall,2017-12-01T05:00:00.000Z,2252646.0358326305
Martin Hall,2018-01-01T05:00:00.000Z,2480709.1923092166
Martin Hall,2018-02-01T05:00:00.000Z,2148667.715893025
Martin Hall,2018-03-01T05:00:00.000Z,1216672.6449043055
Martin Hall,2018-04-01T04:00:00.000Z,1187602.7984254514
Martin Hall,2018-05-01T04:00:00.000Z,857704.8682956019
Martin Hall,2018-06-01T04:00:00.000Z,3805439.7585650356
Martin Hall,2018-07-01T04:00:00.000Z,2865179.3876828244
Martin Hall,2018-08-01T04:00:00.000Z,1851816.3789080118
Martin Hall,2018-09-01T04:00:00.000Z,2593329.062155366
Martin Hall,2018-10-01T04:00:00.000Z,1638740.4199272045
Martin Hall,2018-11-01T04:00:00.000Z,605378.7251919751
Martin Hall,2018-12-01T05:00:00.000Z,1789827.093361294
Martin Hall,2019-01-01T05:00:00.000Z,562909.5355665898
Martin Hall,2019-02-01T05:00:00.000Z,334969.944121427
Martin Hall,2019-03-01T05:00:00.000Z,173115.00575532852
Martin Hall,2019-04-01T04:00:00.000Z,652798.9947489762
Martin Hall,2019-05-01T04:00:00.000Z,663212.8510131973
Martin Hall,2019-06-01T04:00:00.000Z,667589.7756930564
Martin Hall,2019-07-01T04:00:00.000Z,652810.937244692
Martin Hall,2019-08-01T04:00:00.000Z,745713.3174891057
Martin Hall,2019-09-01T04:00:00.000Z,690037.4024618131
Martin Hall,2019-10-01T04:00:00.000Z,34223.780579993
Engineering Laboratory Building,2014-10-01T04:00:00.000Z,241170.575855625
Engineering Laboratory Building,2014-11-01T04:00:00.000Z,528659.2890386666
Engineering Laboratory Building,2014-12-01T05:00:00.000Z,635762.2778410208
Engineering Laboratory Building,2015-01-01T05:00:00.000Z,811246.94981
Engineering Laboratory Building,2015-02-01T05:00:00.000Z,927284.70608375
Engineering Laboratory Building,2015-03-01T05:00:00.000Z,640221.1724688958
Engineering Laboratory Building,2015-04-01T04:00:00.000Z,259575.5319400196
Engineering Laboratory Building,2015-05-01T04:00:00.000Z,282220.7485823137
Engineering Laboratory Building,2015-06-01T04:00:00.000Z,446572.6827493656
Engineering Laboratory Building,2015-07-01T04:00:00.000Z,561730.3824339678
Engineering Laboratory Building,2015-08-01T04:00:00.000Z,1128384.485947909
Engineering Laboratory Building,2015-09-01T04:00:00.000Z,388814.0365300909
Engineering Laboratory Building,2015-10-01T04:00:00.000Z,510121.947659
Engineering Laboratory Building,2015-11-01T04:00:00.000Z,578744.951961
Engineering Laboratory Building,2015-12-01T05:00:00.000Z,485556.4164459697
Engineering Laboratory Building,2016-01-01T05:00:00.000Z,934220.8633593636
Engineering Laboratory Building,2016-02-01T05:00:00.000Z,770240.9181106667
Engineering Laboratory Building,2016-03-01T05:00:00.000Z,483785.946464
Engineering Laboratory Building,2016-04-01T04:00:00.000Z,342610.27828366664
Engineering Laboratory Building,2016-05-01T04:00:00.000Z,374236.2952629804
Engineering Laboratory Building,2016-06-01T04:00:00.000Z,669267.1934283529
Engineering Laboratory Building,2016-07-01T04:00:00.000Z,651405.9500794546
Engineering Laboratory Building,2016-08-01T04:00:00.000Z,2385936.4910506746
Engineering Laboratory Building,2016-09-01T04:00:00.000Z,456037.431511802
Engineering Laboratory Building,2016-10-01T04:00:00.000Z,181280.8977958925
Engineering Laboratory Building,2016-11-01T04:00:00.000Z,49224.61237101518
Engineering Laboratory Building,2016-12-01T05:00:00.000Z,20271.744313343108
Engineering Laboratory Building,2017-01-01T05:00:00.000Z,27463.77167181818
Engineering Laboratory Building,2017-02-01T05:00:00.000Z,53308.08130451613
Engineering Laboratory Building,2017-03-01T05:00:00.000Z,56610.67544298387
Engineering Laboratory Building,2017-04-01T04:00:00.000Z,323691.11046625854
Engineering Laboratory Building,2017-05-01T04:00:00.000Z,1022343.0383022061
Engineering Laboratory Building,2017-06-01T04:00:00.000Z,1045788.7581553925
Engineering Laboratory Building,2017-07-01T04:00:00.000Z,1152425.5411700718
Engineering Laboratory Building,2017-08-01T04:00:00.000Z,1727559.987903053
Engineering Laboratory Building,2017-09-01T04:00:00.000Z,1886533.1949905376
Engineering Laboratory Building,2017-10-01T04:00:00.000Z,499640.68384898495
Engineering Laboratory Building,2017-11-01T04:00:00.000Z,524677.0761317471
Engineering Laboratory Building,2017-12-01T05:00:00.000Z,236402.81707387028
Engineering Laboratory Building,2018-01-01T05:00:00.000Z,1189294.332150583
Engineering Laboratory Building,2018-02-01T05:00:00.000Z,1020536.5183386389
Engineering Laboratory Building,2018-03-01T05:00:00.000Z,613866.5190266483
Engineering Laboratory Building,2018-04-01T04:00:00.000Z,470281.6094912041
Engineering Laboratory Building,2018-05-01T04:00:00.000Z,926642.5732900995
Engineering Laboratory Building,2018-06-01T04:00:00.000Z,13246312.235575687
Engineering Laboratory Building,2018-07-01T04:00:00.000Z,4758464.037178313
Engineering Laboratory Building,2018-08-01T04:00:00.000Z,213.17484548387117
Engineering Laboratory Building,2018-09-01T04:00:00.000Z,26836.9283
Engineering Laboratory Building,2018-10-01T04:00:00.000Z,390374.794047
Engineering Laboratory Building,2018-11-01T04:00:00.000Z,31377.793598454544
Engineering Laboratory Building,2018-12-01T05:00:00.000Z,443343.70557909086
Engineering Laboratory Building,2019-01-01T05:00:00.000Z,834183.1017354545
Engineering Laboratory Building,2019-02-01T05:00:00.000Z,366437.41106
Engineering Laboratory Building,2019-03-01T05:00:00.000Z,166358.39260468748
Engineering Laboratory Building,2019-04-01T04:00:00.000Z,376237.03958982864
Engineering Laboratory Building,2019-05-01T04:00:00.000Z,374189.59544298385
Engineering Laboratory Building,2019-06-01T04:00:00.000Z,358563.42668522726
Engineering Laboratory Building,2019-07-01T04:00:00.000Z,273779.3091542727
Engineering Laboratory Building,2019-08-01T04:00:00.000Z,285160.351483
Engineering Laboratory Building,2019-09-01T04:00:00.000Z,312194.12
Engineering Laboratory Building,2019-10-01T04:00:00.000Z,12204.64
Chemical & Nuclear Engineering Building,2014-10-01T04:00:00.000Z,2176608.4558945866
Chemical & Nuclear Engineering Building,2014-11-01T04:00:00.000Z,2525546.713356232
Chemical & Nuclear Engineering Building,2014-12-01T05:00:00.000Z,2579970.143109131
Chemical & Nuclear Engineering Building,2015-01-01T05:00:00.000Z,2441140.8506236877
Chemical & Nuclear Engineering Building,2015-02-01T05:00:00.000Z,2261905.8944128104
Chemical & Nuclear Engineering Building,2015-03-01T05:00:00.000Z,2067777.2435499937
Chemical & Nuclear Engineering Building,2015-04-01T04:00:00.000Z,1609699.2778684944
Chemical & Nuclear Engineering Building,2015-05-01T04:00:00.000Z,1955762.026433427
Chemical & Nuclear Engineering Building,2015-06-01T04:00:00.000Z,1897957.8718414605
Chemical & Nuclear Engineering Building,2015-07-01T04:00:00.000Z,2028361.7221628642
Chemical & Nuclear Engineering Building,2015-08-01T04:00:00.000Z,2594277.3647284037
Chemical & Nuclear Engineering Building,2015-09-01T04:00:00.000Z,2511626.40690329
Chemical & Nuclear Engineering Building,2015-10-01T04:00:00.000Z,2224631.5771979694
Chemical & Nuclear Engineering Building,2015-11-01T04:00:00.000Z,1794716.3853806406
Chemical & Nuclear Engineering Building,2015-12-01T05:00:00.000Z,1305966.3724422718
Chemical & Nuclear Engineering Building,2016-01-01T05:00:00.000Z,1574193.216833909
Chemical & Nuclear Engineering Building,2016-02-01T05:00:00.000Z,1480964.9056826667
Chemical & Nuclear Engineering Building,2016-03-01T05:00:00.000Z,1032838.551158
Chemical & Nuclear Engineering Building,2016-04-01T04:00:00.000Z,1143973.2446723334
Chemical & Nuclear Engineering Building,2016-05-01T04:00:00.000Z,757374.7464777254
Chemical & Nuclear Engineering Building,2016-06-01T04:00:00.000Z,1574609.7949689412
Chemical & Nuclear Engineering Building,2016-07-01T04:00:00.000Z,2173106.2673773332
Chemical & Nuclear Engineering Building,2016-08-01T04:00:00.000Z,2260056.028484731
Chemical & Nuclear Engineering Building,2016-09-01T04:00:00.000Z,1688578.5535919354
Chemical & Nuclear Engineering Building,2016-10-01T04:00:00.000Z,811063.3842741176
Chemical & Nuclear Engineering Building,2016-11-01T04:00:00.000Z,355315.1767900759
Chemical & Nuclear Engineering Building,2016-12-01T05:00:00.000Z,124211.99893035191
Chemical & Nuclear Engineering Building,2017-01-01T05:00:00.000Z,140413.03349045455
Chemical & Nuclear Engineering Building,2017-02-01T05:00:00.000Z,279247.3450620968
Chemical & Nuclear Engineering Building,2017-03-01T05:00:00.000Z,259667.76796790323
Chemical & Nuclear Engineering Building,2017-04-01T04:00:00.000Z,808432.7481927238
Chemical & Nuclear Engineering Building,2017-05-01T04:00:00.000Z,1690358.1051111277
Chemical & Nuclear Engineering Building,2017-06-01T04:00:00.000Z,938221.0893833333
Chemical & Nuclear Engineering Building,2017-07-01T04:00:00.000Z,2393505.6191057926
Chemical & Nuclear Engineering Building,2017-08-01T04:00:00.000Z,3491260.475979169
Chemical & Nuclear Engineering Building,2017-09-01T04:00:00.000Z,1858242.38733907
Chemical & Nuclear Engineering Building,2017-10-01T04:00:00.000Z,1056725.4269350946
Chemical & Nuclear Engineering Building,2017-11-01T04:00:00.000Z,463627.594921875
Chemical & Nuclear Engineering Building,2017-12-01T05:00:00.000Z,325287.74666
Chemical & Nuclear Engineering Building,2018-01-01T05:00:00.000Z,950964.671593921
Chemical & Nuclear Engineering Building,2018-02-01T05:00:00.000Z,966803.4431354593
Chemical & Nuclear Engineering Building,2018-03-01T05:00:00.000Z,563979.7697891569
Chemical & Nuclear Engineering Building,2018-04-01T04:00:00.000Z,2331403.5291812937
Chemical & Nuclear Engineering Building,2018-05-01T04:00:00.000Z,2073853.9596339262
Chemical & Nuclear Engineering Building,2018-06-01T04:00:00.000Z,2973094.5127654336
Chemical & Nuclear Engineering Building,2018-07-01T04:00:00.000Z,3082041.23652527
Chemical & Nuclear Engineering Building,2018-08-01T04:00:00.000Z,127486.13066301671
Chemical & Nuclear Engineering Building,2018-09-01T04:00:00.000Z,2474477.5331678838
Chemical & Nuclear Engineering Building,2018-10-01T04:00:00.000Z,1206066.2291049047
Chemical & Nuclear Engineering Building,2018-11-01T04:00:00.000Z,609938.1702955805
Chemical & Nuclear Engineering Building,2018-12-01T05:00:00.000Z,1193155.3088210274
Chemical & Nuclear Engineering Building,2019-01-01T05:00:00.000Z,2326544.9559900993
Chemical & Nuclear Engineering Building,2019-02-01T05:00:00.000Z,1070440.2199033895
Chemical & Nuclear Engineering Building,2019-03-01T05:00:00.000Z,335546.018386965
Chemical & Nuclear Engineering Building,2019-04-01T04:00:00.000Z,1278859.3094755698
Chemical & Nuclear Engineering Building,2019-05-01T04:00:00.000Z,1654161.864835649
Chemical & Nuclear Engineering Building,2019-06-01T04:00:00.000Z,2378789.1910995967
Chemical & Nuclear Engineering Building,2019-07-01T04:00:00.000Z,2827026.7292433525
Chemical & Nuclear Engineering Building,2019-08-01T04:00:00.000Z,2401234.1798011228
Chemical & Nuclear Engineering Building,2019-09-01T04:00:00.000Z,1771329.2267133752
Chemical & Nuclear Engineering Building,2019-10-01T04:00:00.000Z,92732.5853666693
Chemistry Building,2014-10-01T04:00:00.000Z,8378744.474003352
Chemistry Building,2014-11-01T04:00:00.000Z,9433975.30297106
Chemistry Building,2014-12-01T05:00:00.000Z,10402863.043436753
Chemistry Building,2015-01-01T05:00:00.000Z,10959517.168175526
Chemistry Building,2015-02-01T05:00:00.000Z,11027360.778270977
Chemistry Building,2015-03-01T05:00:00.000Z,10984821.56224741
Chemistry Building,2015-04-01T04:00:00.000Z,8983855.248394119
Chemistry Building,2015-05-01T04:00:00.000Z,10195303.040294759
Chemistry Building,2015-06-01T04:00:00.000Z,12036689.100357704
Chemistry Building,2015-07-01T04:00:00.000Z,12626742.709538473
Chemistry Building,2015-08-01T04:00:00.000Z,14317202.922781853
Chemistry Building,2015-09-01T04:00:00.000Z,14214071.967393264
Chemistry Building,2015-10-01T04:00:00.000Z,11697494.219682468
Chemistry Building,2015-11-01T04:00:00.000Z,11605693.358304068
Chemistry Building,2015-12-01T05:00:00.000Z,11090939.244529754
Chemistry Building,2016-01-01T05:00:00.000Z,11860826.639923496
Chemistry Building,2016-02-01T05:00:00.000Z,10536218.27950466
Chemistry Building,2016-03-01T05:00:00.000Z,9506113.936406469
Chemistry Building,2016-04-01T04:00:00.000Z,9103600.509998146
Chemistry Building,2016-05-01T04:00:00.000Z,7050300.32425902
Chemistry Building,2016-06-01T04:00:00.000Z,9544467.575635305
Chemistry Building,2016-07-01T04:00:00.000Z,12118535.32007187
Chemistry Building,2016-08-01T04:00:00.000Z,12031828.8462194
Chemistry Building,2016-09-01T04:00:00.000Z,8924126.408631226
Chemistry Building,2016-10-01T04:00:00.000Z,6269078.629928252
Chemistry Building,2016-11-01T04:00:00.000Z,3901774.4123833696
