building,date,lbs_c02
Washington Hall,2017-01-01T05:00:00.000Z,3362.411159999999
Washington Hall,2017-02-01T05:00:00.000Z,4424.098679999998
Washington Hall,2017-03-01T05:00:00.000Z,5.422562499994601
Washington Hall,2017-04-01T04:00:00.000Z,1113.42772656248
Washington Hall,2017-05-01T04:00:00.000Z,11443.678566333196
Washington Hall,2017-06-01T04:00:00.000Z,5439.7274609375
Washington Hall,2017-07-01T04:00:00.000Z,3705.03125
Washington Hall,2017-08-01T04:00:00.000Z,3644.08953125
Washington Hall,2017-09-01T04:00:00.000Z,5768.5034375000005
Washington Hall,2017-10-01T04:00:00.000Z,5271.193671875
Washington Hall,2017-11-01T04:00:00.000Z,4179.520374999998
Washington Hall,2017-12-01T05:00:00.000Z,3456.32875
Washington Hall,2018-01-01T05:00:00.000Z,0
Washington Hall,2018-02-01T05:00:00.000Z,0
Washington Hall,2018-03-01T05:00:00.000Z,3593.9195590000004
Washington Hall,2018-04-01T04:00:00.000Z,4360.488821999999
Washington Hall,2018-05-01T04:00:00.000Z,0
Washington Hall,2018-06-01T04:00:00.000Z,0
Washington Hall,2018-07-01T04:00:00.000Z,20947.75169285908
Washington Hall,2018-08-01T04:00:00.000Z,4426.952224177247
Washington Hall,2018-09-01T04:00:00.000Z,5894.794542827828
Washington Hall,2018-10-01T04:00:00.000Z,5604.529799527168
Washington Hall,2018-11-01T04:00:00.000Z,4915.027996181187
Washington Hall,2018-12-01T05:00:00.000Z,4143.701191224302
Washington Hall,2019-01-01T05:00:00.000Z,3582.749511776203
Washington Hall,2019-02-01T05:00:00.000Z,4199.0543728809225
Washington Hall,2019-03-01T05:00:00.000Z,1313.8658593750001
Washington Hall,2019-04-01T04:00:00.000Z,5599.1684375
Washington Hall,2019-05-01T04:00:00.000Z,5431.3075
Washington Hall,2019-06-01T04:00:00.000Z,3379.466328125
Washington Hall,2019-07-01T04:00:00.000Z,3509.99953125
Washington Hall,2019-08-01T04:00:00.000Z,3828.6620312500004
Washington Hall,2019-09-01T04:00:00.000Z,5331.62609375
Washington Hall,2019-10-01T04:00:00.000Z,223.825625
Allegany Hall,2014-10-01T04:00:00.000Z,24054.367768125
Allegany Hall,2014-11-01T04:00:00.000Z,10317.428969888244
Allegany Hall,2014-12-01T05:00:00.000Z,5590.907569633812
Allegany Hall,2015-01-01T05:00:00.000Z,5192.741836654015
Allegany Hall,2015-02-01T05:00:00.000Z,21094.25545938943
Allegany Hall,2015-03-01T05:00:00.000Z,10816.21188206997
Allegany Hall,2015-04-01T04:00:00.000Z,10154.91198201736
Allegany Hall,2015-05-01T04:00:00.000Z,8684.037940307324
Allegany Hall,2015-06-01T04:00:00.000Z,7786.043191914892
Allegany Hall,2015-07-01T04:00:00.000Z,6067.420920000001
Allegany Hall,2015-08-01T04:00:00.000Z,5516.6767199999995
Allegany Hall,2015-09-01T04:00:00.000Z,12140.710000000001
Allegany Hall,2015-10-01T04:00:00.000Z,12222.094679999998
Allegany Hall,2015-11-01T04:00:00.000Z,10739.845800000001
Allegany Hall,2015-12-01T05:00:00.000Z,8504.26128
Allegany Hall,2016-01-01T05:00:00.000Z,7433.606159999999
Allegany Hall,2016-02-01T05:00:00.000Z,10190.66616
Allegany Hall,2016-03-01T05:00:00.000Z,9993.817800000004
Allegany Hall,2016-04-01T04:00:00.000Z,10688.730479999997
Allegany Hall,2016-05-01T04:00:00.000Z,8396.97444
Allegany Hall,2016-06-01T04:00:00.000Z,6555.4491599999965
Allegany Hall,2016-07-01T04:00:00.000Z,5194.243800000003
Allegany Hall,2016-08-01T04:00:00.000Z,6697.576079999999
Allegany Hall,2016-09-01T04:00:00.000Z,11410.94664
Allegany Hall,2016-10-01T04:00:00.000Z,11421.41458380378
Allegany Hall,2016-11-01T04:00:00.000Z,10232.770859529575
Allegany Hall,2016-12-01T05:00:00.000Z,9082.848286290318
Allegany Hall,2017-01-01T05:00:00.000Z,7118.030540994628
Allegany Hall,2017-02-01T05:00:00.000Z,9352.351887000765
Allegany Hall,2017-03-01T05:00:00.000Z,11.14324999982724
Allegany Hall,2017-04-01T04:00:00.000Z,2161.6315000002714
Allegany Hall,2017-05-01T04:00:00.000Z,72474.13205635385
Allegany Hall,2017-06-01T04:00:00.000Z,6125.0112500000005
Allegany Hall,2017-07-01T04:00:00.000Z,8488.14875
Allegany Hall,2017-08-01T04:00:00.000Z,7435.436250000001
Allegany Hall,2017-09-01T04:00:00.000Z,10353.417500000001
Allegany Hall,2017-10-01T04:00:00.000Z,10537.99
Allegany Hall,2017-11-01T04:00:00.000Z,8489.910999999976
Allegany Hall,2017-12-01T05:00:00.000Z,6125.0775
Allegany Hall,2018-01-01T05:00:00.000Z,0
Allegany Hall,2018-02-01T05:00:00.000Z,0
Allegany Hall,2018-03-01T05:00:00.000Z,7288.7263669999975
Allegany Hall,2018-04-01T04:00:00.000Z,9111.684209999996
Allegany Hall,2018-05-01T04:00:00.000Z,131.72984375000001
Allegany Hall,2018-06-01T04:00:00.000Z,11552.10359375
Allegany Hall,2018-07-01T04:00:00.000Z,103390.79927825749
Allegany Hall,2018-08-01T04:00:00.000Z,8635.621259714067
Allegany Hall,2018-09-01T04:00:00.000Z,11632.60409960092
Allegany Hall,2018-10-01T04:00:00.000Z,11341.196987795198
Allegany Hall,2018-11-01T04:00:00.000Z,10259.7813866377
Allegany Hall,2018-12-01T05:00:00.000Z,8401.239613708802
Allegany Hall,2019-01-01T05:00:00.000Z,6950.4697494064085
Allegany Hall,2019-02-01T05:00:00.000Z,8256.70552652676
Allegany Hall,2019-03-01T05:00:00.000Z,2452.31828125
Allegany Hall,2019-04-01T04:00:00.000Z,9979.639140625
Allegany Hall,2019-05-01T04:00:00.000Z,8778.7875
Allegany Hall,2019-06-01T04:00:00.000Z,7193.855625
Allegany Hall,2019-07-01T04:00:00.000Z,7234.0196875
Allegany Hall,2019-08-01T04:00:00.000Z,9159.4765625
Allegany Hall,2019-09-01T04:00:00.000Z,11553.950312500001
Allegany Hall,2019-10-01T04:00:00.000Z,507.14375
Charles Hall,2014-10-01T04:00:00.000Z,4208.33144
Charles Hall,2014-11-01T04:00:00.000Z,3993.8637599999993
Charles Hall,2014-12-01T05:00:00.000Z,3397.61376
Charles Hall,2015-01-01T05:00:00.000Z,3356.3246399999994
Charles Hall,2015-02-01T05:00:00.000Z,3912.5787200000004
Charles Hall,2015-03-01T05:00:00.000Z,3873.0958400000004
Charles Hall,2015-04-01T04:00:00.000Z,4061.3687999999997
Charles Hall,2015-05-01T04:00:00.000Z,3731.319996559142
Charles Hall,2015-06-01T04:00:00.000Z,891.3445967741944
Charles Hall,2015-07-01T04:00:00.000Z,2589.580000000004
Charles Hall,2015-08-01T04:00:00.000Z,3218.4250000000015
Charles Hall,2015-09-01T04:00:00.000Z,4621.099444444437
Charles Hall,2015-10-01T04:00:00.000Z,5086.572212469306
Charles Hall,2015-11-01T04:00:00.000Z,4692.763154914214
Charles Hall,2015-12-01T05:00:00.000Z,3655.2435735887098
Charles Hall,2016-01-01T05:00:00.000Z,3105.3743615591325
Charles Hall,2016-02-01T05:00:00.000Z,4460.421019690861
Charles Hall,2016-03-01T05:00:00.000Z,4244.29088
Charles Hall,2016-04-01T04:00:00.000Z,4531.576319999999
Charles Hall,2016-05-01T04:00:00.000Z,1736.50896
Charles Hall,2016-06-01T04:00:00.000Z,2852.3073600000002
Charles Hall,2016-07-01T04:00:00.000Z,3138.3928800000017
Charles Hall,2016-08-01T04:00:00.000Z,3469.354560000001
Charles Hall,2016-09-01T04:00:00.000Z,4813.92216
Charles Hall,2016-10-01T04:00:00.000Z,4931.0352
Charles Hall,2016-11-01T04:00:00.000Z,4183.13524
Charles Hall,2016-12-01T05:00:00.000Z,3820.30264186828
Charles Hall,2017-01-01T05:00:00.000Z,3205.2226038306444
Charles Hall,2017-02-01T05:00:00.000Z,3710.5444304915563
Charles Hall,2017-03-01T05:00:00.000Z,4.34599999985192
Charles Hall,2017-04-01T04:00:00.000Z,943.823999989289
Charles Hall,2017-05-01T04:00:00.000Z,5725.545731754369
Charles Hall,2017-06-01T04:00:00.000Z,2139.875
Charles Hall,2017-07-01T04:00:00.000Z,2615.02
Charles Hall,2017-08-01T04:00:00.000Z,2915.3975
Charles Hall,2017-09-01T04:00:00.000Z,3805.0025
Charles Hall,2017-10-01T04:00:00.000Z,4856.257500000001
Charles Hall,2017-11-01T04:00:00.000Z,3670.488500000099
Charles Hall,2017-12-01T05:00:00.000Z,2302.0550000000003
Charles Hall,2018-01-01T05:00:00.000Z,0
Charles Hall,2018-02-01T05:00:00.000Z,0
Charles Hall,2018-03-01T05:00:00.000Z,1618.4884539999996
Charles Hall,2018-04-01T04:00:00.000Z,1969.258036
Charles Hall,2018-05-01T04:00:00.000Z,16.3699609375
Charles Hall,2018-06-01T04:00:00.000Z,2215.950703125
Charles Hall,2018-07-01T04:00:00.000Z,24309.994059333814
Charles Hall,2018-08-01T04:00:00.000Z,1679.943116589276
Charles Hall,2018-09-01T04:00:00.000Z,2249.77838451479
Charles Hall,2018-10-01T04:00:00.000Z,2274.580438076036
Charles Hall,2018-11-01T04:00:00.000Z,2213.223881300981
Charles Hall,2018-12-01T05:00:00.000Z,2079.6445397654657
Charles Hall,2019-01-01T05:00:00.000Z,1814.9591241383268
Charles Hall,2019-02-01T05:00:00.000Z,1910.5256229319882
Charles Hall,2019-03-01T05:00:00.000Z,544.2271875
Charles Hall,2019-04-01T04:00:00.000Z,2142.057109375
Charles Hall,2019-05-01T04:00:00.000Z,1769.549921875
Charles Hall,2019-06-01T04:00:00.000Z,1018.7531640625001
Charles Hall,2019-07-01T04:00:00.000Z,1757.7636328125002
Charles Hall,2019-08-01T04:00:00.000Z,2066.21328125
Charles Hall,2019-09-01T04:00:00.000Z,2677.812578125
Charles Hall,2019-10-01T04:00:00.000Z,123.70945312500001
South Campus Dining Hall,2014-10-01T04:00:00.000Z,278850.05135661294
South Campus Dining Hall,2014-11-01T04:00:00.000Z,362190.7711026728
South Campus Dining Hall,2014-12-01T05:00:00.000Z,348992.00792821427
South Campus Dining Hall,2015-01-01T05:00:00.000Z,348054.85228500003
South Campus Dining Hall,2015-02-01T05:00:00.000Z,406220.23008666665
South Campus Dining Hall,2015-03-01T05:00:00.000Z,362947.0210258333
South Campus Dining Hall,2015-04-01T04:00:00.000Z,290544.3991341176
South Campus Dining Hall,2015-05-01T04:00:00.000Z,265072.5290258823
South Campus Dining Hall,2015-06-01T04:00:00.000Z,222180.74088129037
South Campus Dining Hall,2015-07-01T04:00:00.000Z,238545.2354787097
South Campus Dining Hall,2015-08-01T04:00:00.000Z,237378.76274181824
South Campus Dining Hall,2015-09-01T04:00:00.000Z,291951.14817818184
South Campus Dining Hall,2015-10-01T04:00:00.000Z,316938.7669542857
South Campus Dining Hall,2015-11-01T04:00:00.000Z,368263.09646894014
South Campus Dining Hall,2015-12-01T05:00:00.000Z,401724.0325804106
South Campus Dining Hall,2016-01-01T05:00:00.000Z,449195.6998363636
South Campus Dining Hall,2016-02-01T05:00:00.000Z,474364.19219999993
South Campus Dining Hall,2016-03-01T05:00:00.000Z,350145.1614
South Campus Dining Hall,2016-04-01T04:00:00.000Z,332892.85095428565
South Campus Dining Hall,2016-05-01T04:00:00.000Z,172339.05068571432
South Campus Dining Hall,2016-06-01T04:00:00.000Z,163421.5038
South Campus Dining Hall,2016-07-01T04:00:00.000Z,167025.8875090909
South Campus Dining Hall,2016-08-01T04:00:00.000Z,178875.69202768334
South Campus Dining Hall,2016-09-01T04:00:00.000Z,217514.26834598443
South Campus Dining Hall,2016-10-01T04:00:00.000Z,222931.24491724136
South Campus Dining Hall,2016-11-01T04:00:00.000Z,202078.73579225803
South Campus Dining Hall,2016-12-01T05:00:00.000Z,186045.2858259238
South Campus Dining Hall,2017-01-01T05:00:00.000Z,159176.42262467535
South Campus Dining Hall,2017-02-01T05:00:00.000Z,199703.13920875572
South Campus Dining Hall,2017-03-01T05:00:00.000Z,201608.0790161847
South Campus Dining Hall,2017-04-01T04:00:00.000Z,261231.2207393669
South Campus Dining Hall,2017-05-01T04:00:00.000Z,288135.81207509094
South Campus Dining Hall,2017-06-01T04:00:00.000Z,164902.91556923403
South Campus Dining Hall,2017-07-01T04:00:00.000Z,194966.4851765587
South Campus Dining Hall,2017-08-01T04:00:00.000Z,208942.46342238944
South Campus Dining Hall,2017-09-01T04:00:00.000Z,282253.7395008559
South Campus Dining Hall,2017-10-01T04:00:00.000Z,320845.11450921296
South Campus Dining Hall,2017-11-01T04:00:00.000Z,403761.86390781304
South Campus Dining Hall,2017-12-01T05:00:00.000Z,425048.9886758077
South Campus Dining Hall,2018-01-01T05:00:00.000Z,426736.1823558823
South Campus Dining Hall,2018-02-01T05:00:00.000Z,475865.97055
South Campus Dining Hall,2018-03-01T05:00:00.000Z,439632.322040771
South Campus Dining Hall,2018-04-01T04:00:00.000Z,374883.84725
South Campus Dining Hall,2018-05-01T04:00:00.000Z,110002.84904839701
South Campus Dining Hall,2018-06-01T04:00:00.000Z,356522.15332833445
South Campus Dining Hall,2018-07-01T04:00:00.000Z,261876.3978315726
South Campus Dining Hall,2018-08-01T04:00:00.000Z,236162.55025465952
South Campus Dining Hall,2018-09-01T04:00:00.000Z,305273.99448632105
South Campus Dining Hall,2018-10-01T04:00:00.000Z,364303.64455964306
South Campus Dining Hall,2018-11-01T04:00:00.000Z,455474.16991755145
South Campus Dining Hall,2018-12-01T05:00:00.000Z,369379.902241124
South Campus Dining Hall,2019-01-01T05:00:00.000Z,347663.0530170734
South Campus Dining Hall,2019-02-01T05:00:00.000Z,366292.72673472203
South Campus Dining Hall,2019-03-01T05:00:00.000Z,115069.01084999999
South Campus Dining Hall,2019-04-01T04:00:00.000Z,325671.6654532258
South Campus Dining Hall,2019-05-01T04:00:00.000Z,297936.8639396314
South Campus Dining Hall,2019-06-01T04:00:00.000Z,230914.16985714287
South Campus Dining Hall,2019-07-01T04:00:00.000Z,240463.68060000002
South Campus Dining Hall,2019-08-01T04:00:00.000Z,284542.5284
South Campus Dining Hall,2019-09-01T04:00:00.000Z,292338.39540000004
South Campus Dining Hall,2019-10-01T04:00:00.000Z,13496.1398
Howard Hall,2014-10-01T04:00:00.000Z,3772.4530799999993
Howard Hall,2014-11-01T04:00:00.000Z,5249.72844
Howard Hall,2014-12-01T05:00:00.000Z,5947.388639999998
Howard Hall,2015-01-01T05:00:00.000Z,4881.885120000001
Howard Hall,2015-02-01T05:00:00.000Z,4739.64372
Howard Hall,2015-03-01T05:00:00.000Z,4650.42564
Howard Hall,2015-04-01T04:00:00.000Z,3594.0529599999986
Howard Hall,2015-05-01T04:00:00.000Z,2649.109543010759
Howard Hall,2015-06-01T04:00:00.000Z,2006.0648969892475
Howard Hall,2015-07-01T04:00:00.000Z,3593.92788
Howard Hall,2015-08-01T04:00:00.000Z,4174.284240000003
Howard Hall,2015-09-01T04:00:00.000Z,4763.474639999999
Howard Hall,2015-10-01T04:00:00.000Z,5306.472359999998
Howard Hall,2015-11-01T04:00:00.000Z,5532.684840000001
Howard Hall,2015-12-01T05:00:00.000Z,5519.5005599999995
Howard Hall,2016-01-01T05:00:00.000Z,4911.4209599999995
Howard Hall,2016-02-01T05:00:00.000Z,4817.337479999998
Howard Hall,2016-03-01T05:00:00.000Z,4721.9544399999995
Howard Hall,2016-04-01T04:00:00.000Z,4733.519039999999
Howard Hall,2016-05-01T04:00:00.000Z,4772.0034000000005
Howard Hall,2016-06-01T04:00:00.000Z,3897.0546024242435
Howard Hall,2016-07-01T04:00:00.000Z,4340.375640000005
Howard Hall,2016-08-01T04:00:00.000Z,4368.15612
Howard Hall,2016-09-01T04:00:00.000Z,5467.068719999997
Howard Hall,2016-10-01T04:00:00.000Z,6066.085319999996
Howard Hall,2016-11-01T04:00:00.000Z,5956.553399999994
Howard Hall,2016-12-01T05:00:00.000Z,6172.307919999998
Howard Hall,2017-01-01T05:00:00.000Z,5750.26803737904
Howard Hall,2017-02-01T05:00:00.000Z,5271.563044882874
Howard Hall,2017-03-01T05:00:00.000Z,6.280500000296161
Howard Hall,2017-04-01T04:00:00.000Z,747.0880000188063
Howard Hall,2017-05-01T04:00:00.000Z,3345.3335000023203
Howard Hall,2017-06-01T04:00:00.000Z,2743.545
Howard Hall,2017-07-01T04:00:00.000Z,3033.19
Howard Hall,2017-08-01T04:00:00.000Z,5560.76
Howard Hall,2017-09-01T04:00:00.000Z,47236.3825
Howard Hall,2017-10-01T04:00:00.000Z,4748.4025
Howard Hall,2017-11-01T04:00:00.000Z,3958.1725
Howard Hall,2017-12-01T05:00:00.000Z,3613.01
Howard Hall,2018-01-01T05:00:00.000Z,0
Howard Hall,2018-02-01T05:00:00.000Z,0
Howard Hall,2018-03-01T05:00:00.000Z,2767.6448419999997
Howard Hall,2018-04-01T04:00:00.000Z,5222.2278000000015
Howard Hall,2018-05-01T04:00:00.000Z,0
Howard Hall,2018-06-01T04:00:00.000Z,0
Howard Hall,2018-07-01T04:00:00.000Z,0
Howard Hall,2018-08-01T04:00:00.000Z,3343.372167454797
Howard Hall,2018-09-01T04:00:00.000Z,3786.9337625135345
Howard Hall,2018-10-01T04:00:00.000Z,4131.661320300496
Howard Hall,2018-11-01T04:00:00.000Z,4248.607152935456
Howard Hall,2018-12-01T05:00:00.000Z,3563.532113445594
Howard Hall,2019-01-01T05:00:00.000Z,3360.4847694546556
Howard Hall,2019-02-01T05:00:00.000Z,4110.45987030228
Howard Hall,2019-03-01T05:00:00.000Z,899.376875
Howard Hall,2019-04-01T04:00:00.000Z,3300.4383593750003
Howard Hall,2019-05-01T04:00:00.000Z,3175.946328125
Howard Hall,2019-06-01T04:00:00.000Z,2604.6539453125
Howard Hall,2019-07-01T04:00:00.000Z,2376.6897656250003
Howard Hall,2019-08-01T04:00:00.000Z,3299.958046875
Howard Hall,2019-09-01T04:00:00.000Z,3333.01265625
Howard Hall,2019-10-01T04:00:00.000Z,152.57375000000002
Frederick Hall,2014-10-01T04:00:00.000Z,2051.633670828659
Frederick Hall,2014-11-01T04:00:00.000Z,1508.1022799999998
Frederick Hall,2014-12-01T05:00:00.000Z,3030.132960000001
Frederick Hall,2015-01-01T05:00:00.000Z,2597.1696000000006
Frederick Hall,2015-02-01T05:00:00.000Z,3628.3863600000004
Frederick Hall,2015-03-01T05:00:00.000Z,3351.99348
Frederick Hall,2015-04-01T04:00:00.000Z,3743.9111629861163
Frederick Hall,2015-05-01T04:00:00.000Z,4049.1392987343133
Frederick Hall,2015-06-01T04:00:00.000Z,2904.75214605734
Frederick Hall,2015-07-01T04:00:00.000Z,2455.0188888888924
Frederick Hall,2015-08-01T04:00:00.000Z,2675.4825892857116
Frederick Hall,2015-09-01T04:00:00.000Z,4239.434771825388
Frederick Hall,2015-10-01T04:00:00.000Z,3610.158828204025
Frederick Hall,2015-11-01T04:00:00.000Z,3254.8846305773473
Frederick Hall,2015-12-01T05:00:00.000Z,2848.3958207325268
Frederick Hall,2016-01-01T05:00:00.000Z,2871.8244656968373
Frederick Hall,2016-02-01T05:00:00.000Z,3272.6254412972135
Frederick Hall,2016-03-01T05:00:00.000Z,2989.3772483656985
Frederick Hall,2016-04-01T04:00:00.000Z,3218.433691388986
Frederick Hall,2016-05-01T04:00:00.000Z,2778.334164925109
Frederick Hall,2016-06-01T04:00:00.000Z,1529.7201149425287
Frederick Hall,2016-07-01T04:00:00.000Z,2543.6629773822774
Frederick Hall,2016-08-01T04:00:00.000Z,3231.0024081541264
Frederick Hall,2016-09-01T04:00:00.000Z,4387.678202160499
Frederick Hall,2016-10-01T04:00:00.000Z,4388.536668657905
Frederick Hall,2016-11-01T04:00:00.000Z,4218.811767370581
Frederick Hall,2016-12-01T05:00:00.000Z,3664.619395060175
Frederick Hall,2017-01-01T05:00:00.000Z,3035.038261929648
Frederick Hall,2017-02-01T05:00:00.000Z,3836.777642651887
Frederick Hall,2017-03-01T05:00:00.000Z,25.59899999990128
Frederick Hall,2017-04-01T04:00:00.000Z,4373.295000113035
Frederick Hall,2017-05-01T04:00:00.000Z,16.96
Frederick Hall,2017-06-01T04:00:00.000Z,2627.6075
Frederick Hall,2017-07-01T04:00:00.000Z,2415.21
Frederick Hall,2017-08-01T04:00:00.000Z,87277.35250000001
Frederick Hall,2017-09-01T04:00:00.000Z,86585.04000000001
Frederick Hall,2017-10-01T04:00:00.000Z,0
Frederick Hall,2017-11-01T04:00:00.000Z,7568.400000000001
Frederick Hall,2017-12-01T05:00:00.000Z,0
Frederick Hall,2018-01-01T05:00:00.000Z,0
Frederick Hall,2018-02-01T05:00:00.000Z,0
Frederick Hall,2018-03-01T05:00:00.000Z,3324.8339479999986
Frederick Hall,2018-04-01T04:00:00.000Z,4394.155959
Frederick Hall,2018-05-01T04:00:00.000Z,33.19953125
Frederick Hall,2018-06-01T04:00:00.000Z,4774.9190625
Frederick Hall,2018-07-01T04:00:00.000Z,49180.40708056315
Frederick Hall,2018-08-01T04:00:00.000Z,3262.4453454789837
Frederick Hall,2018-09-01T04:00:00.000Z,4251.647818317093
Frederick Hall,2018-10-01T04:00:00.000Z,4255.867521217355
Frederick Hall,2018-11-01T04:00:00.000Z,3803.656194686475
Frederick Hall,2018-12-01T05:00:00.000Z,3059.3002319663246
Frederick Hall,2019-01-01T05:00:00.000Z,2732.7663310163857
Frederick Hall,2019-02-01T05:00:00.000Z,3401.732085758775
Frederick Hall,2019-03-01T05:00:00.000Z,1020.07609375
Frederick Hall,2019-04-01T04:00:00.000Z,4014.1868750000003
Frederick Hall,2019-05-01T04:00:00.000Z,3832.806796875
Frederick Hall,2019-06-01T04:00:00.000Z,2652.7597265625
Frederick Hall,2019-07-01T04:00:00.000Z,3141.69921875
Frederick Hall,2019-08-01T04:00:00.000Z,3792.5267968750004
Frederick Hall,2019-09-01T04:00:00.000Z,4869.507500000001
Frederick Hall,2019-10-01T04:00:00.000Z,211.8675
Talbot Hall,2014-10-01T04:00:00.000Z,2576.9723599999993
Talbot Hall,2014-11-01T04:00:00.000Z,2266.0934399999996
Talbot Hall,2014-12-01T05:00:00.000Z,2060.3538000000003
Talbot Hall,2015-01-01T05:00:00.000Z,1647.9120400000004
Talbot Hall,2015-02-01T05:00:00.000Z,2194.37172
Talbot Hall,2015-03-01T05:00:00.000Z,2178.5395599999997
Talbot Hall,2015-04-01T04:00:00.000Z,4030.2747600000025
Talbot Hall,2015-05-01T04:00:00.000Z,2307.2299199999998
Talbot Hall,2015-06-01T04:00:00.000Z,1304.72856
Talbot Hall,2015-07-01T04:00:00.000Z,1374.4468800000002
Talbot Hall,2015-08-01T04:00:00.000Z,1991.5704000000003
Talbot Hall,2015-09-01T04:00:00.000Z,2421.1375199999998
Talbot Hall,2015-10-01T04:00:00.000Z,2248.4635200000002
Talbot Hall,2015-11-01T04:00:00.000Z,1960.1838
Talbot Hall,2015-12-01T05:00:00.000Z,1652.9004000000007
Talbot Hall,2016-01-01T05:00:00.000Z,1701.87876
Talbot Hall,2016-02-01T05:00:00.000Z,2090.27124
Talbot Hall,2016-03-01T05:00:00.000Z,2139.0535
Talbot Hall,2016-04-01T04:00:00.000Z,2417.550480000001
Talbot Hall,2016-05-01T04:00:00.000Z,1824.9638400000003
Talbot Hall,2016-06-01T04:00:00.000Z,1544.3542800000007
Talbot Hall,2016-07-01T04:00:00.000Z,1584.3841200000004
Talbot Hall,2016-08-01T04:00:00.000Z,1656.1249200000002
Talbot Hall,2016-09-01T04:00:00.000Z,2157.4137600000004
Talbot Hall,2016-10-01T04:00:00.000Z,2044.7654400000004
Talbot Hall,2016-11-01T04:00:00.000Z,1913.83
Talbot Hall,2016-12-01T05:00:00.000Z,1419.4057199999993
Talbot Hall,2017-01-01T05:00:00.000Z,1796.9681486559123
Talbot Hall,2017-02-01T05:00:00.000Z,2082.37524514785
Talbot Hall,2017-03-01T05:00:00.000Z,2.3054999998025596
Talbot Hall,2017-04-01T04:00:00.000Z,452.8187499849452
Talbot Hall,2017-05-01T04:00:00.000Z,2063.501999999704
Talbot Hall,2017-06-01T04:00:00.000Z,2089.79
Talbot Hall,2017-07-01T04:00:00.000Z,1650.35375
Talbot Hall,2017-08-01T04:00:00.000Z,27472.4175
Talbot Hall,2017-09-01T04:00:00.000Z,27183.037500000002
Talbot Hall,2017-10-01T04:00:00.000Z,4729.0575
Talbot Hall,2017-11-01T04:00:00.000Z,105.13875
Talbot Hall,2017-12-01T05:00:00.000Z,0
Talbot Hall,2018-01-01T05:00:00.000Z,0
Talbot Hall,2018-02-01T05:00:00.000Z,0
Talbot Hall,2018-03-01T05:00:00.000Z,1448.0105089999993
Talbot Hall,2018-04-01T04:00:00.000Z,1957.9869499999993
Talbot Hall,2018-05-01T04:00:00.000Z,17.287109375
Talbot Hall,2018-06-01T04:00:00.000Z,2799.8740625
Talbot Hall,2018-07-01T04:00:00.000Z,24304.80234169098
Talbot Hall,2018-08-01T04:00:00.000Z,1695.6529442265435
Talbot Hall,2018-09-01T04:00:00.000Z,2214.4012471929095
Talbot Hall,2018-10-01T04:00:00.000Z,2298.3558960133446
Talbot Hall,2018-11-01T04:00:00.000Z,2254.239653610295
Talbot Hall,2018-12-01T05:00:00.000Z,1668.6361726140822
Talbot Hall,2019-01-01T05:00:00.000Z,1438.836351007202
Talbot Hall,2019-02-01T05:00:00.000Z,1603.5452211499194
Talbot Hall,2019-03-01T05:00:00.000Z,434.471640625
Talbot Hall,2019-04-01T04:00:00.000Z,2076.047265625
Talbot Hall,2019-05-01T04:00:00.000Z,1978.6121484375
Talbot Hall,2019-06-01T04:00:00.000Z,1455.7257421875001
Talbot Hall,2019-07-01T04:00:00.000Z,1597.651875
Talbot Hall,2019-08-01T04:00:00.000Z,2089.3366015625
Talbot Hall,2019-09-01T04:00:00.000Z,2604.523515625
Talbot Hall,2019-10-01T04:00:00.000Z,115.54414062500001
Garrett Hall,2014-10-01T04:00:00.000Z,4525.146360000001
Garrett Hall,2014-11-01T04:00:00.000Z,4074.190559999999
Garrett Hall,2014-12-01T05:00:00.000Z,4027.8261600000014
Garrett Hall,2015-01-01T05:00:00.000Z,3815.08416
Garrett Hall,2015-02-01T05:00:00.000Z,4793.96448
Garrett Hall,2015-03-01T05:00:00.000Z,4462.35408
Garrett Hall,2015-04-01T04:00:00.000Z,4030.2705200000014
Garrett Hall,2015-05-01T04:00:00.000Z,4285.501560000002
Garrett Hall,2015-06-01T04:00:00.000Z,3217.63212
Garrett Hall,2015-07-01T04:00:00.000Z,3032.9186400000012
Garrett Hall,2015-08-01T04:00:00.000Z,3403.4713199999987
Garrett Hall,2015-09-01T04:00:00.000Z,4958.472239999999
Garrett Hall,2015-10-01T04:00:00.000Z,4920.197760000002
Garrett Hall,2015-11-01T04:00:00.000Z,4131.69768
Garrett Hall,2015-12-01T05:00:00.000Z,3632.450400000001
Garrett Hall,2016-01-01T05:00:00.000Z,3485.324519999999
Garrett Hall,2016-02-01T05:00:00.000Z,4170.0294
Garrett Hall,2016-03-01T05:00:00.000Z,4059.161880000002
Garrett Hall,2016-04-01T04:00:00.000Z,4466.761560000002
Garrett Hall,2016-05-01T04:00:00.000Z,3735.8067600000013
Garrett Hall,2016-06-01T04:00:00.000Z,2988.7675200000017
Garrett Hall,2016-07-01T04:00:00.000Z,3644.7760799999996
Garrett Hall,2016-08-01T04:00:00.000Z,3712.7962799999996
Garrett Hall,2016-09-01T04:00:00.000Z,4410.952560000001
Garrett Hall,2016-10-01T04:00:00.000Z,4130.190360000001
Garrett Hall,2016-11-01T04:00:00.000Z,3748.8574799999997
Garrett Hall,2016-12-01T05:00:00.000Z,3870.51368
Garrett Hall,2017-01-01T05:00:00.000Z,3427.462713884407
Garrett Hall,2017-02-01T05:00:00.000Z,3972.615646115592
